bus_i;type;Pd;Qd;Gs;Bs;area;Vm;Va;baseKV;zone;Vmax;Vmin
1657;2;0;0;0;0;27;1;0;20;27;1.1;0.9
1658;1;10.01;3.06;0;0;27;1;0;110;27;1.1;0.9
1659;1;0.2;-0.4;0;0;27;1;0;110;27;1.1;0.9
1660;1;0.1;-12.74;0;0;27;1;0;345;27;1.1;0.9
1661;1;6.77;0.98;0;0;27;1;0;110;27;1.1;0.9
1662;1;0.1;-0.31;0;0;27;1;0;110;27;1.1;0.9
1663;1;35.24;9.88;0;0;27;1;0;110;27;1.1;0.9
1664;1;10.91;3.2;0;0;27;1;0;110;27;1.1;0.9
1665;2;0.12;-7.62;0;0;27;1;0;345;27;1.1;0.9
1666;1;0.1;-6.56;0;0;27;1;0;110;27;1.1;0.9
1667;1;7.01;1.61;0;0;27;1;0;110;27;1.1;0.9
1668;2;0;0;0;0;27;1;0;20;27;1.1;0.9
1669;1;20.32;5.59;0;0;27;1;0;110;27;1.1;0.9
1670;1;22.83;7.14;0;0;27;1;0;110;27;1.1;0.9
1671;1;20.52;6.57;0;0;27;1;0;110;27;1.1;0.9
1672;1;80.09;25.93;0;0;27;1;0;110;27;1.1;0.9
1673;1;0.1;-0.37;0;0;27;1;0;110;27;1.1;0.9
1674;1;0.7;-0.02;0;0;27;1;0;110;27;1.1;0.9
1675;1;16.02;4.63;0;0;27;1;0;110;27;1.1;0.9
1676;1;-0.75;-1.19;0;0;27;1;0;110;27;1.1;0.9
1677;1;16.02;4.63;0;0;27;1;0;110;27;1.1;0.9
1678;1;0.1;-5.39;0;0;27;1;0;345;27;1.1;0.9
1679;2;40.65;11.93;0;0;27;1;0;110;27;1.1;0.9
1680;1;20.32;6.43;0;0;27;1;0;110;27;1.1;0.9
1681;1;0.1;-0.75;0;0;27;1;0;110;27;1.1;0.9
1682;1;4.3;-0.19;0;0;27;1;0;110;27;1.1;0.9
1683;1;148.19;34.32;0;0;27;1;0;500;27;1.1;0.9
1684;2;-0.56;-1.57;0;20.25;27;1;0;110;27;1.1;0.9
1685;2;0;0;0;9.97;27;1;0;345;27;1.1;0.9
1686;2;0.12;-1.77;0;0;27;1;0;345;27;1.1;0.9
1687;1;10.61;1.89;0;0;27;1;0;110;27;1.1;0.9
1688;2;33.04;11.55;0;-15.63;27;1;0;110;27;1.1;0.9
1689;1;16.82;5.39;0;0;27;1;0;110;27;1.1;0.9
1690;1;13.21;3.23;0;4.65;27;1;0;110;27;1.1;0.9
1691;2;0;0;0;0;27;1;0;20;27;1.1;0.9
1692;1;0.1;-0.47;0;0;27;1;0;345;27;1.1;0.9
1693;2;0;0;0;0;27;1;0;20;27;1.1;0.9
1694;1;8.51;1.45;0;0;27;1;0;110;27;1.1;0.9
1695;1;6.91;1.56;0;0;27;1;0;110;27;1.1;0.9
1696;1;10.91;2.39;0;0;27;1;0;110;27;1.1;0.9
1697;2;0;0;0;0;27;1;0;20;27;1.1;0.9
1698;1;10.91;3.05;0;0;27;1;0;110;27;1.1;0.9
1699;2;0;0;0;0;27;1;0;345;27;1.1;0.9
1700;1;9.31;2.92;0;0;27;1;0;110;27;1.1;0.9
1701;1;0.22;-1.03;0;0;27;1;0;500;27;1.1;0.9
1702;1;5.81;-1.55;0;0;27;1;0;110;27;1.1;0.9
1703;2;0;0;0;0;27;1;0;20;27;1.1;0.9
1704;1;11.21;3.21;0;0;27;1;0;110;27;1.1;0.9
1705;1;0.1;-6.1;0;0;27;1;0;345;27;1.1;0.9
1706;1;2.3;0;0;0;27;1;0;110;27;1.1;0.9
1707;1;11.11;0.24;0;0;27;1;0;110;27;1.1;0.9
1708;1;-0.76;-7.01;0;0;27;1;0;345;27;1.1;0.9
1709;1;1.5;-0.09;0;0;27;1;0;110;27;1.1;0.9
1710;1;0.1;-0.27;0;0;27;1;0;110;27;1.1;0.9
1711;1;7.01;1.49;0;0;27;1;0;110;27;1.1;0.9
1712;2;0;0;0;0;27;1;0;500;27;1.1;0.9
1713;2;0;0;0;0;27;1;0;20;27;1.1;0.9
1714;2;0.1;-1.12;0;-11.73;27;1;0;345;27;1.1;0.9
1715;1;4;0.74;0;0;27;1;0;110;27;1.1;0.9
1716;1;0.1;-6.96;0;0;27;1;0;345;27;1.1;0.9
1717;1;5.31;1.08;0;0;27;1;0;110;27;1.1;0.9
1718;2;0;0;0;0;27;1;0;20;27;1.1;0.9
1719;1;28.03;7.75;0;0;27;1;0;110;27;1.1;0.9
1720;1;33.04;10.91;0;0;27;1;0;110;27;1.1;0.9
1721;1;0.1;-28.93;0;0;27;1;0;500;27;1.1;0.9
1722;1;0.1;-1.41;0;0;27;1;0;110;27;1.1;0.9
1723;1;0.1;-0.53;0;0;27;1;0;110;27;1.1;0.9
1724;1;-42.25;2.1;0;0;27;1;0;110;27;1.1;0.9
1725;1;-0.73;-2.29;0;0;27;1;0;345;27;1.1;0.9
1726;1;22.12;5.56;0;0;27;1;0;110;27;1.1;0.9
1727;2;0;0;0;0;27;1;0;20;27;1.1;0.9
1728;1;23.23;6.72;0;0;27;1;0;110;27;1.1;0.9
1729;2;0;0;0;0;27;1;0;20;27;1.1;0.9
1730;2;0;0;0;0;27;1;0;20;27;1.1;0.9
1731;1;13.82;4.25;0;0;27;1;0;110;27;1.1;0.9
1732;1;20.72;6.11;0;0;27;1;0;110;27;1.1;0.9
1733;1;17.02;5.41;0;0;27;1;0;110;27;1.1;0.9
1734;1;8.51;1.64;0;0;27;1;0;110;27;1.1;0.9
1735;1;0.1;-0.11;0;0;27;1;0;110;27;1.1;0.9
1736;2;0;0;0;0;27;1;0;20;27;1.1;0.9
1737;1;9.11;1.76;0;0;27;1;0;110;27;1.1;0.9
1738;1;5.11;1.22;0;0;27;1;0;110;27;1.1;0.9
1739;1;17.12;4.48;0;0;27;1;0;110;27;1.1;0.9
1740;2;0.1;-15.76;0;4.8;27;1;0;345;27;1.1;0.9
1741;1;0.1;-3.25;0;0;27;1;0;110;27;1.1;0.9
1742;2;0;0;0;0;27;1;0;20;27;1.1;0.9
1743;2;0;0;0;0;27;1;0;20;27;1.1;0.9
1744;2;0;0;0;0;27;1;0;20;27;1.1;0.9
1745;2;0;0;0;0;27;1;0;20;27;1.1;0.9
1746;2;0;0;0;0;27;1;0;20;27;1.1;0.9
1747;2;0;0;0;0;27;1;0;20;27;1.1;0.9
1748;1;22.32;6.84;0;0;27;1;0;110;27;1.1;0.9
1749;1;50.06;23.79;0;0;27;1;0;110;27;1.1;0.9
1750;1;14.22;2.65;0;0;27;1;0;110;27;1.1;0.9
1751;2;0;0;0;0;27;1;0;500;27;1.1;0.9
1752;2;0;0;0;0;27;1;0;20;27;1.1;0.9
1753;2;0;0;0;0;27;1;0;20;27;1.1;0.9
1754;1;5.21;0.83;0;0;27;1;0;110;27;1.1;0.9
1755;1;18.22;5.86;0;0;27;1;0;110;27;1.1;0.9
1756;1;0.1;-0.6;0;0;27;1;0;110;27;1.1;0.9
1757;1;16.22;5.05;0;0;27;1;0;110;27;1.1;0.9
1758;2;0;0;0;0;27;1;0;500;27;1.1;0.9
1759;2;-0.14;-3.36;0;0;27;1;0;110;27;1.1;0.9
1760;1;30.03;9.68;0;0;27;1;0;110;27;1.1;0.9
1761;1;13.72;4.34;0;0;27;1;0;110;27;1.1;0.9
1762;2;52.96;49.59;0;0;27;1;0;110;27;1.1;0.9
1763;1;5.21;0.33;0;0;27;1;0;110;27;1.1;0.9
1764;1;0.1;-0.03;0;0;27;1;0;110;27;1.1;0.9
1765;1;7.01;1.69;0;0;27;1;0;110;27;1.1;0.9
1766;1;4.11;1;0;0;27;1;0;110;27;1.1;0.9
1767;1;2.7;-0.59;0;0;27;1;0;110;27;1.1;0.9
1768;1;26.23;2.46;0;0;27;1;0;110;27;1.1;0.9
1769;1;16.72;4.85;0;0;27;1;0;110;27;1.1;0.9
1770;1;5.29;-7.57;0;0;27;1;0;345;27;1.1;0.9
1771;2;11.31;2.72;0;0.13;27;1;0;110;27;1.1;0.9
1772;1;7.91;0.88;0;0;27;1;0;110;27;1.1;0.9
1773;1;1.4;0.03;0;0;27;1;0;110;27;1.1;0.9
1774;1;0.9;-0.4;0;0;27;1;0;110;27;1.1;0.9
1775;1;26.33;8.12;0;0;27;1;0;110;27;1.1;0.9
1776;1;8.81;2.37;0;0;27;1;0;110;27;1.1;0.9
1777;1;0.1;-16.66;0;0;27;1;0;345;27;1.1;0.9
1778;1;15.32;3.7;0;0;27;1;0;110;27;1.1;0.9
1779;1;29.73;10.39;0;12;27;1;0;110;27;1.1;0.9
1780;2;0;0;0;0;27;1;0;500;27;1.1;0.9
1781;1;18.02;5.6;0;0;27;1;0;110;27;1.1;0.9
1782;2;0;0;0;0;27;1;0;20;27;1.1;0.9
1783;2;0;0;0;0;27;1;0;20;27;1.1;0.9
1784;1;1.8;-0.15;0;0;27;1;0;110;27;1.1;0.9
1785;1;8.31;1.98;0;0;27;1;0;110;27;1.1;0.9
1786;1;8.01;1.49;0;0;27;1;0;110;27;1.1;0.9
1787;1;18.41;41.63;0;0;27;1;0;110;27;1.1;0.9
1788;1;8.31;2.01;0;0;27;1;0;110;27;1.1;0.9
1789;1;19.52;6.07;0;0;27;1;0;110;27;1.1;0.9
1790;2;0;0;0;0;27;1;0;20;27;1.1;0.9
1791;2;0;0;0;0;27;1;0;20;27;1.1;0.9
1792;1;0.1;-7.46;0;0;27;1;0;500;27;1.1;0.9
1793;2;0;0;0;30.94;27;1;0;500;27;1.1;0.9
1794;2;0.1;-20.08;0;-58.47;27;1;0;500;27;1.1;0.9
1795;1;11.71;1.41;0;0;27;1;0;110;27;1.1;0.9
1796;1;26.23;7.44;0;0;27;1;0;110;27;1.1;0.9
1797;1;11.21;2.8;0;0;27;1;0;110;27;1.1;0.9
1798;1;4.81;1.41;0;0;27;1;0;110;27;1.1;0.9
1799;1;0.1;-10.69;0;58.74;27;1;0;345;27;1.1;0.9
1800;1;220.2;82.59;0;0;27;1;0;345;27;1.1;0.9
1801;1;69.13;-3.75;0;0;27;1;0;345;27;1.1;0.9
1802;1;3.31;0.29;0;0;27;1;0;110;27;1.1;0.9
1803;2;0.1;-7.36;0;0;27;1;0;345;27;1.1;0.9
1804;1;0.22;-34.22;0;0;27;1;0;500;27;1.1;0.9
1805;1;8.21;2.35;0;0;27;1;0;110;27;1.1;0.9
1806;1;0.1;-0.31;0;0;27;1;0;110;27;1.1;0.9
1807;1;0.1;-12.69;0;0;27;1;0;345;27;1.1;0.9
1808;2;0;0;0;0;27;1;0;20;27;1.1;0.9
1809;2;0;0;0;0;27;1;0;20;27;1.1;0.9
1810;2;0;0;0;0;27;1;0;20;27;1.1;0.9
1811;2;0;0;0;0;27;1;0;20;27;1.1;0.9
1812;2;0;0;0;0;27;1;0;20;27;1.1;0.9
1813;1;7.41;0.17;0;0;27;1;0;110;27;1.1;0.9
1814;2;0.22;-32.9;0;-19.12;27;1;0;500;27;1.1;0.9
1815;1;0.1;-0.01;0;0;27;1;0;110;27;1.1;0.9
1816;1;4.2;0.42;0;0;27;1;0;110;27;1.1;0.9
1817;1;0.1;-0.7;0;0;27;1;0;110;27;1.1;0.9
1818;2;123.23;42.01;0;0;27;1;0;500;27;1.1;0.9
1819;1;20.32;5.43;0;0;27;1;0;110;27;1.1;0.9
1820;1;0;0;0;135.83;28;1;0;345;28;1.1;0.9
1821;2;0;0;0;0;28;1;0;345;28;1.1;0.9
1822;2;0;0;0;0;28;1;0;345;28;1.1;0.9
1823;2;0;0;0;0;28;1;0;345;28;1.1;0.9
1824;2;0;0;0;0;28;1;0;345;28;1.1;0.9
1825;1;0;0;0;0;28;1;0;33;28;1.1;0.9
1826;2;0;0;0;0;28;1;0;33;28;1.1;0.9
1827;1;0;0;0;0;28;1;0;33;28;1.1;0.9
1828;2;0;0;0;0;28;1;0;33;28;1.1;0.9
1829;1;0;0;0;0;28;1;0;33;28;1.1;0.9
1830;2;0;0;0;0;28;1;0;33;28;1.1;0.9
1831;1;0;0;0;0;28;1;0;33;28;1.1;0.9
1832;2;0;0;0;0;28;1;0;33;28;1.1;0.9
1833;1;0;0;0;0;28;1;0;33;28;1.1;0.9
1834;2;0;0;0;0;28;1;0;33;28;1.1;0.9
1835;1;0;0;0;0;28;1;0;138;28;1.1;0.9
1836;1;0;0;0;0;28;1;0;138;28;1.1;0.9
1837;1;0;0;0;0;28;1;0;345;28;1.1;0.9
1838;1;0;0;0;0;28;1;0;345;28;1.1;0.9
1839;1;0;0;0;0;28;1;0;345;28;1.1;0.9
1840;1;0;0;0;-38.09;28;1;0;345;28;1.1;0.9
1841;2;0;0;0;0;28;1;0;345;28;1.1;0.9
1842;1;0;0;0;0;28;1;0;138;28;1.1;0.9
1843;1;0;0;0;0;28;1;0;138;28;1.1;0.9
1844;1;0;0;0;0;28;1;0;138;28;1.1;0.9
1845;1;0;0;0;0;28;1;0;345;28;1.1;0.9
1846;1;0;0;0;0;28;1;0;345;28;1.1;0.9
1847;1;0;0;0;0;28;1;0;345;28;1.1;0.9
1848;1;0;0;0;0;28;1;0;345;28;1.1;0.9
1849;1;0;0;0;0;28;1;0;345;28;1.1;0.9
1850;1;0;0;0;0;28;1;0;345;28;1.1;0.9
1851;1;0;0;0;0;28;1;0;345;28;1.1;0.9
1852;1;0;0;0;0;28;1;0;345;28;1.1;0.9
1853;1;0;0;0;0;28;1;0;138;28;1.1;0.9
1854;1;0;0;0;0;28;1;0;138;28;1.1;0.9
1855;1;33.85;-1.5;0;0;28;1;0;138;28;1.1;0.9
1856;1;0;0;0;0;28;1;0;138;28;1.1;0.9
1857;1;0;0;0;0;28;1;0;345;28;1.1;0.9
1858;1;0;0;0;0;28;1;0;345;28;1.1;0.9
1859;1;0;0;0;0;28;1;0;345;28;1.1;0.9
1860;1;0;0;0;0;28;1;0;345;28;1.1;0.9
1861;1;0;0;0;-19.53;28;1;0;345;28;1.1;0.9
1862;1;0;0;0;0;28;1;0;345;28;1.1;0.9
1863;2;0;0;0;0;28;1;0;138;28;1.1;0.9
1864;2;0;0;0;23.57;28;1;0;345;28;1.1;0.9
1865;1;0;0;0;-37.75;28;1;0;138;28;1.1;0.9
1866;1;0;0;0;0;28;1;0;345;28;1.1;0.9
1867;1;0;0;0;0;28;1;0;345;28;1.1;0.9
1868;1;0;0;0;0;28;1;0;345;28;1.1;0.9
1869;1;0;0;0;0;28;1;0;138;28;1.1;0.9
1870;1;0;0;0;0;28;1;0;138;28;1.1;0.9
1871;1;0;0;0;0;28;1;0;345;28;1.1;0.9
1872;1;0;0;0;-22.71;28;1;0;138;28;1.1;0.9
1873;1;0;0;0;0;28;1;0;138;28;1.1;0.9
1874;1;46.19;4.89;0;0;28;1;0;138;28;1.1;0.9
1875;1;0;0;0;0;28;1;0;138;28;1.1;0.9
1876;1;0;0;0;0;28;1;0;138;28;1.1;0.9
1877;1;0;0;0;0;28;1;0;138;28;1.1;0.9
1878;1;0;0;0;0;28;1;0;138;28;1.1;0.9
1879;1;0;0;0;0;28;1;0;138;28;1.1;0.9
1880;1;0;0;0;0;28;1;0;138;28;1.1;0.9
1881;1;0;0;0;0;28;1;0;138;28;1.1;0.9
1882;1;0;0;0;0;28;1;0;138;28;1.1;0.9
1883;1;0;0;0;-85.22;28;1;0;500;28;1.1;0.9
1884;1;0;0;0;0;28;1;0;138;28;1.1;0.9
1885;1;0;0;0;0;28;1;0;138;28;1.1;0.9
1886;1;0;0;0;0;28;1;0;345;28;1.1;0.9
1887;2;0;0;0;-14.57;28;1;0;345;28;1.1;0.9
1888;1;0;0;0;0;28;1;0;345;28;1.1;0.9
1889;1;0;0;0;0;28;1;0;345;28;1.1;0.9
1890;1;0;0;0;0;28;1;0;345;28;1.1;0.9
1891;1;0;0;0;0;28;1;0;345;28;1.1;0.9
1892;1;0;0;0;-0.08;28;1;0;345;28;1.1;0.9
1893;1;0;0;0;0;28;1;0;138;28;1.1;0.9
1894;1;59.9;14.7;0;0;28;1;0;33;28;1.1;0.9
1895;1;0;0;0;0;28;1;0;138;28;1.1;0.9
1896;1;0;0;0;0;28;1;0;138;28;1.1;0.9
1897;1;87.52;24.74;0;0;28;1;0;33;28;1.1;0.9
1898;1;73.71;14.8;0;0;28;1;0;33;28;1.1;0.9
1899;1;91.99;18.28;0;0;28;1;0;33;28;1.1;0.9
1900;1;64.67;15.7;0;0;28;1;0;33;28;1.1;0.9
1901;1;35.86;9.14;0;0;28;1;0;33;28;1.1;0.9
1902;1;0;0;0;0;28;1;0;345;28;1.1;0.9
1903;1;0;0;0;0;28;1;0;345;28;1.1;0.9
1904;1;70.93;14.3;0;0;28;1;0;33;28;1.1;0.9
1905;1;19.87;5.56;0;0;28;1;0;33;28;1.1;0.9
1906;1;80.36;19.97;0;0;28;1;0;33;28;1.1;0.9
1907;1;14.6;4.07;0;0;28;1;0;33;28;1.1;0.9
1908;1;28.31;7.05;0;0;28;1;0;33;28;1.1;0.9
1909;1;0;0;0;0;28;1;0;138;28;1.1;0.9
1910;1;0;0;0;0;28;1;0;138;28;1.1;0.9
1911;1;54.93;11.42;0;0;28;1;0;33;28;1.1;0.9
1912;1;73.71;14.7;0;0;28;1;0;33;28;1.1;0.9
1913;1;0;0;0;0;28;1;0;345;28;1.1;0.9
1914;1;0;0;0;0;28;1;0;345;28;1.1;0.9
1915;1;40.33;12.62;0;0;28;1;0;33;28;1.1;0.9
1916;1;34.77;7.65;0;0;28;1;0;33;28;1.1;0.9
1917;1;29.3;5.86;0;0;28;1;0;33;28;1.1;0.9
1918;1;35.76;8.74;0;0;28;1;0;33;28;1.1;0.9
1919;1;47.78;11.82;0;0;28;1;0;33;28;1.1;0.9
1920;1;45.5;9.04;0;0;28;1;0;33;28;1.1;0.9
1921;1;56.03;85.13;0;63.12;28;1;0;345;28;1.1;0.9
1922;1;48.08;4.04;0;0;28;1;0;33;28;1.1;0.9
1923;1;73.01;19.77;0;0;28;1;0;33;28;1.1;0.9
1924;1;0;0;0;-19.6;29;1;0;138;29;1.1;0.9
1925;1;0;0;0;-19.48;29;1;0;138;29;1.1;0.9
1926;1;0;0;0;0;29;1;0;138;29;1.1;0.9
1927;1;0;0;0;0;29;1;0;138;29;1.1;0.9
1928;1;0;0;0;0;29;1;0;138;29;1.1;0.9
1929;2;0;0;0;-4.12;29;1;0;138;29;1.1;0.9
1930;1;0;0;0;0;29;1;0;138;29;1.1;0.9
1931;1;0;0;0;0;29;1;0;138;29;1.1;0.9
1932;2;0;0;0;0;29;1;0;138;29;1.1;0.9
1933;1;0;0;0;0;29;1;0;138;29;1.1;0.9
1934;2;0;0;0;0;29;1;0;138;29;1.1;0.9
1935;1;0;0;0;0;29;1;0;138;29;1.1;0.9
1936;2;0;0;0;0;29;1;0;138;29;1.1;0.9
1937;2;0;0;0;0;29;1;0;33;29;1.1;0.9
1938;1;0;0;0;0;29;1;0;138;29;1.1;0.9
1939;2;0;0;0;0;29;1;0;138;29;1.1;0.9
1940;2;0;0;0;0;29;1;0;138;29;1.1;0.9
1941;1;0;0;0;0;29;1;0;138;29;1.1;0.9
1942;1;0;0;0;0;29;1;0;138;29;1.1;0.9
1943;2;0;0;0;0;29;1;0;138;29;1.1;0.9
1944;1;0;0;0;0;29;1;0;138;29;1.1;0.9
1945;1;0;0;0;0;29;1;0;138;29;1.1;0.9
1946;1;0;0;0;0;29;1;0;33;29;1.1;0.9
1947;2;0;0;0;0;29;1;0;33;29;1.1;0.9
1948;2;0;0;0;0;29;1;0;33;29;1.1;0.9
1949;2;0;0;0;0;29;1;0;33;29;1.1;0.9
1950;1;0;0;0;0;29;1;0;138;29;1.1;0.9
1951;1;0;0;0;0;29;1;0;138;29;1.1;0.9
1952;1;0;0;0;0;29;1;0;33;29;1.1;0.9
1953;2;0;0;0;0;29;1;0;33;29;1.1;0.9
1954;1;0;0;0;0;29;1;0;138;29;1.1;0.9
1955;2;0;0;0;0;29;1;0;138;29;1.1;0.9
1956;1;0;0;0;0;29;1;0;138;29;1.1;0.9
1957;1;0;0;0;-7.19;29;1;0;138;29;1.1;0.9
1958;2;0;0;0;0;29;1;0;138;29;1.1;0.9
1959;2;0;0;0;-19.93;29;1;0;138;29;1.1;0.9
1960;1;66.07;-43.73;0;0;29;1;0;345;29;1.1;0.9
1961;2;0;0;0;0;29;1;0;138;29;1.1;0.9
1962;1;0;0;0;0;29;1;0;138;29;1.1;0.9
1963;1;0;0;0;8.21;29;1;0;138;29;1.1;0.9
1964;1;0;0;0;0;29;1;0;138;29;1.1;0.9
1965;1;27.91;12.69;0;0;29;1;0;138;29;1.1;0.9
1966;2;0;0;0;0;29;1;0;138;29;1.1;0.9
1967;1;0;0;0;2.05;29;1;0;138;29;1.1;0.9
1968;2;0;0;0;-31.55;29;1;0;345;29;1.1;0.9
1969;1;30.63;1.05;0;0;29;1;0;33;29;1.1;0.9
1970;1;0;0;0;0;29;1;0;138;29;1.1;0.9
1971;1;0;0;0;0;29;1;0;138;29;1.1;0.9
1972;2;40.2;10.41;0;0;29;1;0;33;29;1.1;0.9
1973;1;0;0;0;0;29;1;0;138;29;1.1;0.9
1974;1;0;0;0;0;29;1;0;138;29;1.1;0.9
1975;1;0;0;0;0;29;1;0;138;29;1.1;0.9
1976;1;0;0;0;-5.99;29;1;0;138;29;1.1;0.9
1977;1;0;0;0;0;29;1;0;138;29;1.1;0.9
1978;1;0;0;0;0;29;1;0;138;29;1.1;0.9
1979;1;0;0;0;0;29;1;0;138;29;1.1;0.9
1980;1;0;0;0;0;29;1;0;138;29;1.1;0.9
1981;1;57.31;3.76;0;0;29;1;0;138;29;1.1;0.9
1982;1;53.32;6.17;0;0;29;1;0;138;29;1.1;0.9
1983;2;0;0;0;-20.35;29;1;0;138;29;1.1;0.9
1984;1;0;0;0;0;29;1;0;138;29;1.1;0.9
1985;1;0;0;0;0;29;1;0;138;29;1.1;0.9
1986;1;0;0;0;0;29;1;0;138;29;1.1;0.9
1987;1;0;0;0;0;29;1;0;138;29;1.1;0.9
1988;1;0;0;0;0;29;1;0;138;29;1.1;0.9
1989;2;0;0;0;0;29;1;0;138;29;1.1;0.9
1990;1;0;0;0;0;29;1;0;138;29;1.1;0.9
1991;1;0;0;0;0;29;1;0;138;29;1.1;0.9
1992;1;0;0;0;0;29;1;0;138;29;1.1;0.9
1993;1;0;0;0;0;29;1;0;138;29;1.1;0.9
1994;1;0;0;0;0;29;1;0;138;29;1.1;0.9
1995;1;0;0;0;0;29;1;0;138;29;1.1;0.9
1996;1;0;0;0;0;29;1;0;138;29;1.1;0.9
1997;2;0;0;0;0;29;1;0;138;29;1.1;0.9
1998;1;0;0;0;0;29;1;0;138;29;1.1;0.9
1999;1;0;0;0;0;29;1;0;138;29;1.1;0.9
2000;2;0;0;0;-19.11;29;1;0;138;29;1.1;0.9
2001;2;0;0;0;0;29;1;0;138;29;1.1;0.9
2002;1;33.24;1.21;0;0;29;1;0;138;29;1.1;0.9
2003;1;0;0;0;0;29;1;0;138;29;1.1;0.9
2004;2;6.13;1.49;0;0;29;1;0;33;29;1.1;0.9
2005;1;2.59;7.63;0;0;29;1;0;33;29;1.1;0.9
2006;1;41.76;10.31;0;0;29;1;0;33;29;1.1;0.9
2007;1;7.94;1.09;0;0;29;1;0;33;29;1.1;0.9
2008;1;50.34;10.11;0;0;29;1;0;33;29;1.1;0.9
2009;1;4.71;0.69;0;0;29;1;0;33;29;1.1;0.9
2010;1;0;0;0;0;29;1;0;33;29;1.1;0.9
2011;1;0.54;0.2;0;0;29;1;0;33;29;1.1;0.9
2012;1;34.06;4.86;0;0;29;1;0;33;29;1.1;0.9
2013;1;0;0;0;0;29;1;0;138;29;1.1;0.9
2014;1;10.08;3.07;0;0;29;1;0;33;29;1.1;0.9
2015;1;0;0;0;0;30;1;0;500;30;1.1;0.9
2016;2;0;0;0;0;30;1;0;500;30;1.1;0.9
2017;2;0;0;0;0;30;1;0;500;30;1.1;0.9
2018;1;0;0;0;0;30;1;0;500;30;1.1;0.9
2019;2;0;0;0;16.76;30;1;0;500;30;1.1;0.9
2020;2;0;0;0;16.68;30;1;0;500;30;1.1;0.9
2021;1;15.83;10.93;0;0;30;1;0;500;30;1.1;0.9
2022;2;0;0;0;0;30;1;0;500;30;1.1;0.9
2023;2;0;0;0;0;30;1;0;500;30;1.1;0.9
2024;2;0;0;0;0;30;1;0;500;30;1.1;0.9
2025;2;0;0;0;0;30;1;0;500;30;1.1;0.9
2026;1;0;0;0;0;30;1;0;500;30;1.1;0.9
2027;2;0;0;0;0;30;1;0;500;30;1.1;0.9
2028;2;0;0;0;0;30;1;0;500;30;1.1;0.9
2029;1;0;0;0;0;30;1;0;500;30;1.1;0.9
2030;2;0;0;0;0;30;1;0;500;30;1.1;0.9
2031;2;0;0;0;0;30;1;0;500;30;1.1;0.9
2032;1;0;0;0;0;30;1;0;500;30;1.1;0.9
2033;2;0;0;0;0;30;1;0;500;30;1.1;0.9
2034;2;0;0;0;0;30;1;0;500;30;1.1;0.9
2035;2;0;0;0;0;30;1;0;500;30;1.1;0.9
2036;1;0;0;0;0;30;1;0;500;30;1.1;0.9
2037;2;0;0;0;0;30;1;0;500;30;1.1;0.9
2038;2;0;0;0;0;30;1;0;500;30;1.1;0.9
2039;2;0;0;0;0;30;1;0;500;30;1.1;0.9
2040;1;0;0;0;-0.59;30;1;0;345;30;1.1;0.9
2041;2;0;0;0;0;30;1;0;345;30;1.1;0.9
2042;2;0;0;0;0;30;1;0;345;30;1.1;0.9
2043;2;0;0;0;0;30;1;0;500;30;1.1;0.9
2044;1;0;0;0;0;30;1;0;500;30;1.1;0.9
2045;2;0;0;0;0;30;1;0;500;30;1.1;0.9
2046;2;0;0;0;0;30;1;0;500;30;1.1;0.9
2047;2;0;0;0;0;30;1;0;500;30;1.1;0.9
2048;2;216.4;81.85;0;17.04;30;1;0;138;30;1.1;0.9
2049;1;0;0;0;0;30;1;0;138;30;1.1;0.9
2050;2;0;0;0;0;30;1;0;138;30;1.1;0.9
2051;1;0;0;0;247;30;1;0;500;30;1.1;0.9
2052;1;99.99;35.05;0;0;30;1;0;500;30;1.1;0.9
2053;1;0;0;0;0;30;1;0;500;30;1.1;0.9
2054;1;1537.78;76.67;0;0;30;1;0;500;30;1.1;0.9
2055;1;0;0;0;0;30;1;0;500;30;1.1;0.9
2056;1;0;0;0;0;30;1;0;500;30;1.1;0.9
2057;1;0;0;0;0;30;1;0;500;30;1.1;0.9
2058;1;7.54;1.06;0;0;30;1;0;500;30;1.1;0.9
2059;2;0;0;0;0;30;1;0;500;30;1.1;0.9
2060;1;0;0;0;18.21;30;1;0;500;30;1.1;0.9
2061;1;0;0;0;0;30;1;0;500;30;1.1;0.9
2062;2;0;0;0;0;30;1;0;500;30;1.1;0.9
2063;1;0;0;0;0;30;1;0;500;30;1.1;0.9
2064;1;0;0;0;0;30;1;0;500;30;1.1;0.9
2065;1;0;0;0;0;30;1;0;500;30;1.1;0.9
2066;2;0;0;0;15.66;30;1;0;500;30;1.1;0.9
2067;2;0;0;0;-142.39;30;1;0;500;30;1.1;0.9
2068;2;0;0;0;39.39;30;1;0;500;30;1.1;0.9
2069;1;0;0;0;9.15;30;1;0;500;30;1.1;0.9
2070;1;0;0;0;0.58;30;1;0;500;30;1.1;0.9
2071;1;0;0;0;4.36;30;1;0;500;30;1.1;0.9
2072;2;0;0;0;0;30;1;0;345;30;1.1;0.9
2073;1;444.87;50.09;0;0;30;1;0;345;30;1.1;0.9
2074;1;0;0;0;-0.17;30;1;0;345;30;1.1;0.9
2075;2;0;0;0;-0.17;30;1;0;345;30;1.1;0.9
2076;1;0;0;0;0;30;1;0;345;30;1.1;0.9
2077;1;0;0;0;-0.55;30;1;0;345;30;1.1;0.9
2078;1;0;0;0;-0.53;30;1;0;345;30;1.1;0.9
