fbus;tbus;r;x;b;rateA;rateB;rateC;ratio;angle;status;angmin;angmax
272;274;0.00119;0.00702;0;197.56;237.07;296.34;0;0;1;-30;30
272;276;0.00233;0.00964;0;196.03;235.23;294.04;0;0;1;-30;30
277;2292;0.0001;0.01;0;83.7;98.6;125.55;0;0;1;-30;30
321;278;0.00125;0.1;0;50;60;90;1.00777;0;1;-30;30
288;279;0.00125;0.1;0;49.92;59.9;89.86;1.01;0;1;-30;30
321;280;0.00125;0.1;0;44.12;52.95;79.42;1.01;0;1;-30;30
281;283;0.00259;0.01721;0;221.81;266.18;332.72;0;0;1;-30;30
281;298;0.00093;0.00546;0;50;60;90;0;0;1;-30;30
281;309;0.00959;0.03704;0;291.61;349.93;437.42;0;0;1;-30;30
281;319;0.00164;0.01365;0;308.51;370.21;462.77;0;0;1;-30;30
282;283;0.00249;0.01921;0;343.1;411.72;514.65;0;0;1;-30;30
282;286;0.00257;0.01717;0;163.85;196.63;294.94;0;0;1;-30;30
282;299;0.0039;0.02396;0;297.19;356.62;534.94;0;0;1;-30;30
282;311;0.00075;0.00406;0;435.6;522.72;653.4;0;0;1;-30;30
282;311;0.00076;0.00399;0;435.58;522.69;653.37;0;0;1;-30;30
283;299;0.00218;0.01631;0;333.1;399.72;599.59;0;0;1;-30;30
283;299;0.00223;0.01599;0;339.51;407.41;611.11;0;0;1;-30;30
284;312;0.00126;0.01873;0;508.16;609.79;914.69;0;0;1;-30;30
284;1685;0.0001;0.01;0;282.11;338.54;423.17;0;0;1;-30;30
285;286;0.00353;0.02878;0;50;60;90;0;0;1;-30;30
286;303;0.00125;0.1;0;54.4;65.28;97.92;1.00926;0;1;-30;30
286;322;0.00125;0.1;0;54.4;65.28;97.92;1.00926;0;1;-30;30
286;323;0.00125;0.1;0;54.4;65.28;97.92;1.00926;0;1;-30;30
287;289;0.00125;0.1;0;35.09;42.11;63.17;1.01;0;1;-30;30
287;315;0.00178;0.01164;0;180.15;216.18;270.23;0;0;1;-30;30
287;316;0.00278;0.01883;0;290.72;348.86;436.08;0;0;1;-30;30
287;324;0.00125;0.1;0;35.09;42.11;63.17;1.01;0;1;-30;30
287;325;0.00125;0.1;0;35.09;42.11;63.17;1.01;0;1;-30;30
287;328;0.00125;0.1;0;35.09;42.11;63.17;1.01;0;1;-30;30
288;295;0.00125;0.1;0;50.99;61.18;91.77;1.01;0;1;-30;30
288;309;0.00327;0.01667;0;237.1;284.51;355.64;0;0;1;-30;30
288;314;0.00208;0.01303;0;137.87;165.45;206.81;0;0;1;-30;30
288;320;0.00076;0.00379;0;219.3;263.16;394.74;0;0;1;-30;30
290;309;0.00027;0.0019;0;161.02;193.23;241.54;0;0;1;-30;30
290;315;0.00186;0.01071;0;133.22;159.86;239.8;0;0;1;-30;30
291;294;0.00401;0.02223;0;194.22;233.06;291.33;0;0;1;-30;30
304;291;0.0003;0.02967;0;255.12;306.14;459.21;0.99;0;1;-30;30
291;309;0.00392;0.02058;0;214.46;257.35;386.03;0;0;1;-30;30
319;292;0.00125;0.1;0;49.53;59.44;89.16;1.01;0;1;-30;30
319;293;0.00125;0.1;0;49.53;59.44;89.16;1.01;0;1;-30;30
294;299;0.00322;0.01472;0;360.12;432.14;540.18;0;0;1;-30;30
294;316;0.00126;0.01021;0;258.31;309.97;464.95;0;0;1;-30;30
296;299;0.00275;0.01558;0;152.58;183.09;274.64;0;0;1;-30;30
297;314;0.0021;0.01631;0;117.28;140.74;211.11;0;0;1;-30;30
302;299;0.00032;0.02674;0;352.53;423.03;634.55;0.99;0;1;-30;30
302;299;0.00037;0.02327;0;405.07;486.09;729.13;0.99;0;1;-30;30
302;299;0.00038;0.02385;0;395.22;474.26;711.4;0.99;0;1;-30;30
299;310;0.00167;0.00981;0;140.29;168.35;210.43;0;0;1;-30;30
299;310;0.00168;0.00956;0;140.28;168.34;210.42;0;0;1;-30;30
299;312;0.00138;0.01996;0;317.81;381.37;572.05;0;0;1;-30;30
309;300;0.00125;0.1;0;42.73;51.27;76.91;1.01;0;1;-30;30
309;301;0.00125;0.1;0;42.73;51.27;76.91;1.01;0;1;-30;30
302;304;0.00068;0.00652;0;661.29;793.55;1190.33;0;0;1;-30;30
304;484;0.0001;0.01;0;380.21;456.25;570.32;0;0;1;-30;30
305;321;0.00113;0.00657;0;544.66;653.59;816.99;0;0;1;-30;30
305;444;0.0001;0.01;0;414.83;497.8;622.25;0;0;1;-30;30
316;306;0.00125;0.1;0;42.91;51.49;77.24;1.01;0;1;-30;30
316;307;0.00125;0.1;0;42.91;51.49;77.24;1.01;0;1;-30;30
315;308;0.00125;0.1;0;31.99;38.39;57.58;1.01;0;1;-30;30
309;317;0.00125;0.1;0;43.5;52.2;78.3;1.01;0;1;-30;30
309;318;0.00125;0.1;0;43.5;52.2;78.3;1.01;0;1;-30;30
309;321;0.00334;0.01635;0;247.21;296.65;444.98;0;0;1;-30;30
316;313;0.00125;0.1;0;42.91;51.49;77.24;1.01;0;1;-30;30
314;486;0.0001;0.01;0;224.01;268.81;336.01;0;0;1;-30;30
315;326;0.00125;0.1;0;32.4;38.88;58.32;1.01;0;1;-30;30
315;327;0.00125;0.1;0;32.4;38.88;58.32;1.01;0;1;-30;30
316;319;0.00041;0.00333;0;403.82;484.58;726.87;0;0;1;-30;30
320;321;0.00077;0.00371;0;167.6;201.12;301.68;0;0;1;-30;30
321;1841;0.0001;0.01;0;766.85;920.22;1150.28;0;0;1;-30;30
329;392;0.0098;0.0223;0.0048;159.32;191.18;286.77;0;0;1;-30;30
330;393;0.0098;0.0223;0.0048;159.79;191.74;287.62;0;0;1;-30;30
331;332;0.01;0.1;0;27;32.4;48.6;0.99;0;1;-30;30
331;363;0.00264;0.00594;0.0066;26.94;32.32;48.48;0;0;1;-30;30
333;334;0.01;0.1;0;40.97;49.16;73.74;0;0;1;-30;30
333;429;0.053;0.1455;0;40.06;48.07;72.11;0;0;1;-30;30
335;394;0.03647;0.10472;0.01242;52.78;63.33;95;0;0;1;-30;30
336;394;0.03647;0.10472;0.01242;52.78;63.33;95;0;0;1;-30;30
337;338;0.01;0.1;0;20.66;24.79;37.19;0.9974;0;1;-30;30
337;400;0.0048;0.01145;0.00225;20.62;24.74;37.11;0;0;1;-30;30
434;338;0.01;0.1;0;6.43;7.71;11.57;0.99;0;1;-30;30
339;401;0;0.0001;0;185.34;222.41;278.02;0;0;1;-30;30
339;671;0.0001;0.01;0;168.85;202.61;253.27;0;0;1;-30;30
340;341;0.01;0.1;0;54.94;65.93;98.9;0.99;0;1;-30;30
340;402;0;0.0001;0;54.77;65.73;98.59;0;0;1;-30;30
342;343;0.01;0.1;0;39.32;47.18;70.77;1.01;0;1;-30;30
342;379;0.0143;0.0328;0.0069;88.74;106.48;159.73;0;0;1;-30;30
344;345;0.01;0.1;0;50.69;60.83;91.25;1.01;0;1;-30;30
344;346;0;0.0001;0;137.41;164.89;206.11;0;0;1;-30;30
344;393;0.0587;0.1341;0.0286;200.04;240.05;300.06;0;0;1;-30;30
344;399;0.0599;0.1363;0.0293;97.93;117.51;176.27;0;0;1;-30;30
344;401;0.0157;0.036;0.0076;122.06;146.47;183.09;0;0;1;-30;30
344;408;0.001;0.0022;0.0005;70.23;84.27;126.41;0;0;1;-30;30
344;411;0.00073;0.01875;0.89999;158.16;189.8;284.69;0;0;1;-30;30
346;347;0.01;0.1;0;101.25;121.5;182.25;1.01;0;1;-30;30
346;372;0.0703;0.1601;0.0345;89.54;107.45;161.18;0;0;1;-30;30
346;392;0.0587;0.1341;0.0286;200.05;240.06;300.08;0;0;1;-30;30
346;402;0.0157;0.036;0.0076;95.72;114.86;143.58;0;0;1;-30;30
346;406;0.0375;0.0858;0.0182;66.15;79.38;99.23;0;0;1;-30;30
346;407;0.001;0.0022;0.0005;70.16;84.19;126.28;0;0;1;-30;30
346;409;0.00073;0.01875;0.89999;158.14;189.77;284.66;0;0;1;-30;30
347;412;0;0.001;0;50.62;60.75;91.12;0;0;1;-30;30
348;349;0.01;0.15;0;67.28;80.74;121.11;0;0;1;-30;30
387;348;0.01;0.1;0;66.47;79.77;119.65;1.01;0;1;-30;30
350;351;0.0151;0.6228;0;46.62;55.94;83.91;0;0;1;-30;30
350;352;0.0176;0.5087;0;46.83;56.2;84.3;0;0;1;-30;30
350;353;0.01;0.1;0;31.05;37.26;55.89;0.9977;0;1;-30;30
350;379;0.0263;0.0603;0.0128;132.07;158.48;198.1;0;0;1;-30;30
350;384;0;0.0001;0;108.21;129.85;162.32;0;0;1;-30;30
350;413;0.02;0.0579;0.0123;59.44;71.33;89.16;0;0;1;-30;30
435;352;0.01;0.1;0;260;312;390;0.99;0;1;-30;30
354;406;0.0021;0.005;0.001;170.98;205.17;256.46;0;0;1;-30;30
354;1967;0.0001;0.01;0;158.08;189.69;237.12;0;0;1;-30;30
355;356;0.0055;0.2194;0;105.3;126.36;189.54;0;0;1;-30;30
355;414;0.0051;0.012;0.0024;105.94;127.13;190.7;0;0;1;-30;30
356;421;0;0.001;0;30.38;36.45;54.67;0;0;1;-30;30
357;358;0.019;0.4024;0;27;32.4;48.6;0;0;1;-30;30
357;416;0.0025;0.0058;0.0012;26.96;32.35;48.53;0;0;1;-30;30
359;360;0.01;0.1;0;20.26;24.32;36.47;1.01;0;1;-30;30
359;361;0.01;0.1;0;20.26;24.32;36.47;1.01;0;1;-30;30
359;362;0.01;0.1;0;20.26;24.32;36.47;1.01;0;1;-30;30
359;430;0.008;0.0324;0.0001;60.45;72.54;108.81;0;0;1;-30;30
363;364;0.01;0.1;0;27;32.4;48.6;0.99;0;1;-30;30
363;380;0.0013;0.0029;0.0006;53.85;64.62;96.94;0;0;1;-30;30
365;386;0.0053;0.0123;0.0025;64.67;77.6;116.41;0;0;1;-30;30
365;2211;0.0001;0.01;0;83.7;98.6;125.55;0;0;1;-30;30
366;367;0.01;0.1;0;95.79;114.95;172.43;0;0;1;-30;30
423;366;0.01;0.1;0;97.34;116.81;175.22;0.99;0;1;-30;30
368;369;0.01;0.1;0;37.14;44.56;66.85;1.0005;0;1;-30;30
368;396;0.0012;0.0028;0.0005;37.21;44.65;66.97;0;0;1;-30;30
370;406;0.0219;0.052;0.0103;153.17;183.81;229.76;0;0;1;-30;30
370;2751;0.0001;0.01;0;137.15;164.58;205.72;0;0;1;-30;30
371;390;0.304;0.583;0;19.46;23.35;35.02;0;0;1;-30;30
372;373;0;0.0001;0;61.42;73.7;110.56;0;0;1;-30;30
372;431;0.01;0.1;0;65.33;78.4;98;0.99;0;1;-30;30
373;431;0.01;0.1;0;52.44;62.93;78.66;0.99;0;1;-30;30
374;375;0.0006;0.0028;0.0007;144.08;172.9;216.12;0;0;1;-30;30
374;711;0.0001;0.01;0;142.3;170.76;213.45;0;0;1;-30;30
375;380;0.0314;0.0719;0.0153;86.42;103.7;129.63;0;0;1;-30;30
375;1081;0.0001;0.01;0;83.7;98.6;125.55;0;0;1;-30;30
376;379;0.0314;0.0719;0.0153;171.9;206.28;257.85;0;0;1;-30;30
376;2608;0.0001;0.01;0;229.53;275.43;344.29;0;0;1;-30;30
377;378;0.0028;0.0193;0.0748;114.61;137.53;206.3;0;0;1;-30;30
377;1960;0.0001;0.01;0;121.33;145.59;181.99;0;0;1;-30;30
380;378;0.01;0.1;0;68.82;82.59;123.88;0.9972;0;1;-30;30
380;378;0.01;0.1;0;70.81;84.97;127.45;1.01;0;1;-30;30
378;388;0;0.0001;0;123.12;147.74;221.61;0;0;1;-30;30
378;389;0.00852;0.03134;0.1933;367.33;440.8;661.2;0;0;1;-30;30
379;380;0;0.0001;0;135.89;163.06;203.83;0;0;1;-30;30
379;381;0.0157;0.0359;0.0076;138.09;165.7;248.56;0;0;1;-30;30
379;382;0.0136;0.032;0.0064;81.38;97.65;146.48;0;0;1;-30;30
379;383;0.03065;0.07025;0.0149;70.8;84.96;106.2;0;0;1;-30;30
379;388;0.01;0.1;0;68.99;82.79;124.18;0.9971;0;1;-30;30
379;390;0.01;0.1;0;36.89;44.27;55.33;1.01;0;1;-30;30
380;384;0.026;0.0596;0.0126;132.38;158.85;198.57;0;0;1;-30;30
380;385;0.0157;0.0359;0.0076;124.27;149.12;223.69;0;0;1;-30;30
380;386;0.0136;0.032;0.0064;64.67;77.6;116.41;0;0;1;-30;30
380;387;0.03065;0.07025;0.0149;53.69;64.43;80.54;0;0;1;-30;30
380;390;0.01;0.1;0;36.89;44.27;55.34;1.01;0;1;-30;30
381;417;0.01;0.1;0;57.6;69.12;86.4;1.0005;0;1;-30;30
381;1085;0.0001;0.01;0;155.32;186.38;232.98;0;0;1;-30;30
382;2247;0.0001;0.01;0;83.7;98.6;125.55;0;0;1;-30;30
383;588;0.0001;0.01;0;83.7;98.6;125.55;0;0;1;-30;30
384;410;0.02;0.0579;0.0123;60.05;72.05;90.07;0;0;1;-30;30
385;405;0.02863;0.066;0.031;86.44;103.72;155.58;0;0;1;-30;30
385;417;0.01;0.1;0;58.77;70.52;88.15;0.99;0;1;-30;30
386;424;0;0.0001;0;260;312;390;0;0;1;-30;30
387;391;0.03065;0.07025;0.0149;59.66;71.59;89.49;0;0;1;-30;30
388;2245;0.0001;0.01;0;129.46;155.35;194.19;0;0;1;-30;30
389;1968;0.0001;0.01;0;158.89;190.67;238.33;0;0;1;-30;30
391;1082;0.0001;0.01;0;83.7;98.6;125.55;0;0;1;-30;30
392;394;0.01;0.1;0;114.1;136.92;171.15;0.9935;0;1;-30;30
393;394;0.01;0.1;0;114.44;137.32;171.66;0.9936;0;1;-30;30
395;396;0.0899;0.1487;0.0311;50.94;61.12;76.4;0;0;1;-30;30
395;397;0.06014;0.09963;0.02332;40.38;48.46;60.57;0;0;1;-30;30
395;432;0.01;0.1;0;10.82;12.98;19.48;0.99;0;1;-30;30
396;415;0.0191;0.0454;0.009;54.04;64.85;81.06;0;0;1;-30;30
397;428;0.01206;0.01997;0.00468;40.14;48.16;60.2;0;0;1;-30;30
398;399;0;0.0001;0;63.74;76.49;114.74;0;0;1;-30;30
398;433;0.01;0.1;0;62.66;75.19;93.99;0.99;0;1;-30;30
399;433;0.01;0.1;0;73.89;88.67;110.84;0.99;0;1;-30;30
400;414;0.0048;0.01145;0.00225;117.05;140.47;210.7;0;0;1;-30;30
400;423;0.00335;0.00554;0.0013;97.34;116.81;175.22;0;0;1;-30;30
401;403;0.0388;0.0888;0.0188;106.64;127.97;191.95;0;0;1;-30;30
402;404;0.0388;0.0888;0.0188;107.66;129.2;193.79;0;0;1;-30;30
405;2248;0.0001;0.01;0;83.7;98.6;125.55;0;0;1;-30;30
406;422;0.01;0.1;0;29.85;35.82;44.77;1.01;0;1;-30;30
406;1983;0.0001;0.01;0;246.23;295.47;369.34;0;0;1;-30;30
407;426;0.0242;0.0551;0.0118;86.25;103.5;129.37;0;0;1;-30;30
407;439;0.01;0.1;0;28.64;34.36;42.95;0.99;0;1;-30;30
408;425;0.0242;0.0551;0.0118;86.24;103.49;129.36;0;0;1;-30;30
408;439;0.01;0.1;0;28.64;34.37;42.96;0.99;0;1;-30;30
409;410;0.0779;0.1968;0.052;160.66;192.8;289.2;0;0;1;-30;30
410;411;0.0779;0.1968;0.052;158.16;189.8;284.69;0;0;1;-30;30
410;413;5.00E-05;0.00012;2.00E-05;60.03;72.04;90.05;0;0;1;-30;30
410;414;0.0006;0.0024;0.0005;222.8;267.36;401.04;0;0;1;-30;30
410;415;0.0087;0.0198;0.0042;45.85;55.02;68.77;0;0;1;-30;30
410;416;0.0087;0.0198;0.0042;46.41;55.69;83.54;0;0;1;-30;30
413;436;0.01;0.1;0;260;312;390;0.9964;0;1;-30;30
415;418;0.0355;0.0811;0.0173;41.68;50.02;62.52;0;0;1;-30;30
416;419;0.0355;0.0811;0.0173;52.85;63.42;79.28;0;0;1;-30;30
418;437;0.01;0.1;0;41.66;49.99;62.49;0.99;0;1;-30;30
419;420;0.0175;0.05;0.0119;58.03;69.63;104.45;0;0;1;-30;30
419;437;0.01;0.1;0;39.07;46.88;70.32;0.99;0;1;-30;30
420;430;0.01;0.1;0;57.8;69.36;104.05;0.9945;0;1;-30;30
425;438;0.01;0.1;0;86.23;103.47;129.34;0.99;0;1;-30;30
426;438;0.01;0.1;0;86.23;103.48;129.35;0.99;0;1;-30;30
427;428;0.0238;0.0394;0.0093;45.25;54.31;81.46;0;0;1;-30;30
427;441;0.01;0.1;0;44.73;53.67;80.51;0.99;0;1;-30;30
428;429;0.01;0.1;0;31.82;38.18;57.28;1.0019;0;1;-30;30
440;439;0.01;0.1;0;13.06;15.68;19.6;0.99;0;1;-30;30
440;439;0.01;0.1;0;13.06;15.68;19.6;0.99;0;1;-30;30
442;450;0.00621;0.02396;0;65.1;78.12;97.65;0;0;1;-30;30
442;530;0.03674;0.10693;0;50;60;90;0;0;1;-30;30
443;451;0.0306;0.1037;0;64.16;76.99;96.24;0;0;1;-30;30
443;496;0.01094;0.04056;0;76.8;92.16;115.19;0;0;1;-30;30
444;499;0.00076;0.00463;0;501.64;601.97;752.46;0;0;1;-30;30
444;504;0.0046;0.02858;0;478.76;574.51;718.14;0;0;1;-30;30
445;503;0.00063;0.0077;0;310.36;372.43;465.54;0;0;1;-30;30
501;446;0.00125;0.1;0;58.29;69.95;104.93;1.01;0;1;-30;30
501;447;0.00125;0.1;0;58.29;69.95;104.93;1.01;0;1;-30;30
501;448;0.00125;0.1;0;58.29;69.95;104.93;1.01;0;1;-30;30
449;503;0.00065;0.00755;0;364.46;437.35;546.69;0;0;1;-30;30
449;756;0.0001;0.01;0;371.78;446.14;557.67;0;0;1;-30;30
450;482;0.06303;0.1571;0;50;60;90;0;0;1;-30;30
450;519;0.0095;0.03609;0;68.71;82.46;103.07;0;0;1;-30;30
450;519;0.0097;0.0354;0;68.95;82.74;103.42;0;0;1;-30;30
451;1762;0.0001;0.01;0;83.7;98.6;125.55;0;0;1;-30;30
500;452;0.0016;0.06392;0;177.66;213.19;319.79;1.0063;0;1;-30;30
453;475;0.01923;0.07647;0;48.11;57.73;72.16;0;0;1;-30;30
453;482;0.02618;0.07859;0;71.24;85.49;106.86;0;0;1;-30;30
453;482;0.02569;0.08026;0;70.95;85.14;106.43;0;0;1;-30;30
453;483;0.02173;0.06589;0;72.3;86.76;108.45;0;0;1;-30;30
454;466;0.02254;0.09159;0;50.87;61.05;76.31;0;0;1;-30;30
454;1759;0.0001;0.01;0;83.7;98.6;125.55;0;0;1;-30;30
455;491;0.00806;0.02444;0;50;60;90;0;0;1;-30;30
455;496;0.02247;0.04108;0;77.92;93.51;116.88;0;0;1;-30;30
455;526;0.04063;0.11356;0;78.94;94.72;142.09;0;0;1;-30;30
456;483;0.03025;0.08541;0;37.77;45.32;56.66;0;0;1;-30;30
456;519;0.02527;0.07978;0;58.37;70.04;105.06;0;0;1;-30;30
457;463;0.01344;0.03203;0;150.93;181.11;226.39;0;0;1;-30;30
457;479;0.00458;0.02602;0;133.59;160.31;200.38;0;0;1;-30;30
484;458;0.00043;0.02938;0;163.53;196.24;245.3;0.99867;0;1;-30;30
484;458;0.00042;0.03003;0;161.02;193.22;241.53;0.99815;0;1;-30;30
458;485;0.00151;0.01154;0;292.73;351.28;439.1;0;0;1;-30;30
458;758;0.0001;0.01;0;258.43;310.12;387.65;0;0;1;-30;30
459;501;0.0052;0.02496;0;118.98;142.77;178.46;0;0;1;-30;30
459;501;0.0051;0.02548;0;118.61;142.34;177.92;0;0;1;-30;30
459;519;0;0.07135;0;103.89;124.67;155.83;0.99;0;1;-30;30
459;519;0;0.06295;0;76.29;91.54;137.32;0.99;0;1;-30;30
460;462;0.00389;0.04149;0;152.44;182.93;274.39;0;0;1;-30;30
460;492;0;0.03542;0;156.37;187.64;281.47;1.01;0;1;-30;30
460;492;0;0.03389;0;163.43;196.11;294.17;1.01;0;1;-30;30
460;503;0.003;0.02776;0;212.27;254.72;318.4;0;0;1;-30;30
460;512;0.00055;0.00569;0;525.39;630.47;945.71;0;0;1;-30;30
461;479;0.00739;0.02663;0;48.45;58.13;72.67;0;0;1;-30;30
461;513;0.01199;0.03276;0;48.51;58.21;72.77;0;0;1;-30;30
462;494;0;0.04033;0;148.11;177.73;266.59;1.01;0;1;-30;30
462;522;0.00212;0.08472;0;70.83;85;127.5;1.01;0;1;-30;30
462;523;0.00212;0.08472;0;70.83;85;127.5;1.01;0;1;-30;30
462;524;0.00212;0.08472;0;70.83;85;127.5;1.01;0;1;-30;30
462;527;0.00219;0.02213;0;149.32;179.19;223.98;0;0;1;-30;30
463;482;0.03619;0.08507;0;176.26;211.52;264.4;0;0;1;-30;30
464;465;0.00299;0.02462;0;390.13;468.16;702.24;0;0;1;-30;30
464;485;0.00796;0.05756;0;164.19;197.02;246.28;0;0;1;-30;30
464;499;0.00071;0.00484;0;502.26;602.72;753.4;0;0;1;-30;30
465;489;0.00296;0.01765;0;393.68;472.42;708.63;0;0;1;-30;30
466;491;0.02343;0.0736;0;91.39;109.66;137.08;0;0;1;-30;30
501;467;0.00125;0.1;0;58.29;69.95;104.93;1.01;0;1;-30;30
501;468;0.00125;0.1;0;58.29;69.95;104.93;1.01;0;1;-30;30
501;469;0.00125;0.1;0;58.29;69.95;104.93;1.01;0;1;-30;30
501;470;0.00125;0.1;0;58.29;69.95;104.93;1.01;0;1;-30;30
501;471;0.00125;0.1;0;58.29;69.95;104.93;1.01;0;1;-30;30
501;472;0.00125;0.1;0;58.29;69.95;104.93;1.01;0;1;-30;30
501;473;0.00125;0.1;0;58.29;69.95;104.93;1.01;0;1;-30;30
474;476;0.00125;0.1;0;42.32;50.78;76.17;1.01;0;1;-30;30
474;478;0.00125;0.1;0;42.32;50.78;76.17;1.01;0;1;-30;30
474;481;0.0027;0.01296;0;142.24;170.69;213.36;0;0;1;-30;30
474;492;0.00965;0.04503;0;82.44;98.93;123.66;0;0;1;-30;30
474;526;0;0.06744;0;97.63;117.16;146.45;0.99095;0;1;-30;30
475;498;0.02787;0.08784;0;37.64;45.17;56.46;0;0;1;-30;30
497;477;0.00125;0.1;0;31.73;38.07;57.11;1.01;0;1;-30;30
489;479;0;0.07161;0;89.66;107.59;134.49;0.99;0;1;-30;30
489;479;0;0.07024;0;91.41;109.69;137.11;0.99;0;1;-30;30
479;497;0.00713;0.02033;0;41.23;49.47;61.84;0;0;1;-30;30
480;491;0.01081;0.0336;0;50;60;90;0;0;1;-30;30
480;529;0.01276;0.03528;0;50;60;90;0;0;1;-30;30
481;486;0.03817;0.16812;0;81.52;97.82;122.28;0;0;1;-30;30
481;490;0.01548;0.07341;0;80.35;96.42;144.63;0;0;1;-30;30
482;488;0.00732;0.0231;0;66.19;79.43;99.28;0;0;1;-30;30
501;482;0;0.07177;0;114.52;137.43;206.14;0.99;0;1;-30;30
501;482;0;0.07323;0;112.24;134.69;202.03;0.99;0;1;-30;30
483;487;0.02947;0.1092;0;48.1;57.73;72.16;0;0;1;-30;30
484;502;0.00156;0.01791;0;419.54;503.44;629.31;0;0;1;-30;30
527;486;0;0.02973;0;126.44;151.72;227.59;1.01;0;1;-30;30
527;486;0;0.03024;0;124.3;149.16;223.75;1.01;0;1;-30;30
487;498;0.01393;0.04048;0;50;60;90;0;0;1;-30;30
488;530;0.00718;0.02358;0;61.58;73.89;92.37;0;0;1;-30;30
489;492;0.00202;0.01685;0;143.4;172.08;215.1;0;0;1;-30;30
489;492;0.00216;0.01261;0;190.21;228.26;285.32;0;0;1;-30;30
489;501;0.00536;0.04092;0;652.76;783.31;979.13;0;0;1;-30;30
490;2072;0.0001;0.01;0;105.09;126.1;157.63;0;0;1;-30;30
491;513;0.01446;0.04474;0;50;60;90;0;0;1;-30;30
491;513;0.01418;0.04567;0;50;60;90;0;0;1;-30;30
491;520;0.00125;0.1;0;36.36;43.63;65.45;1.01;0;1;-30;30
491;521;0.00125;0.1;0;36.36;43.63;65.45;1.01;0;1;-30;30
491;529;0.01122;0.03645;0;50;60;90;0;0;1;-30;30
492;500;0.00054;0.00359;0;158.1;189.71;237.14;0;0;1;-30;30
492;500;0.00054;0.00368;0;158.04;189.65;237.06;0;0;1;-30;30
492;501;0.00715;0.04672;0;632.19;758.63;948.28;0;0;1;-30;30
492;513;0;0.07177;0;97.59;117.1;146.38;0.99;0;1;-30;30
492;513;0;0.07323;0;95.64;114.77;143.46;0.99;0;1;-30;30
493;526;0.05021;0.12407;0;45.09;54.1;81.16;0;0;1;-30;30
495;496;0.00928;0.03038;0;70.34;84.41;105.51;0;0;1;-30;30
495;513;0.00745;0.01058;0;70.71;84.86;127.29;0;0;1;-30;30
497;513;0.01289;0.04003;0;36.06;43.27;54.08;0;0;1;-30;30
501;505;0.00125;0.1;0;58.48;70.17;105.26;1.01;0;1;-30;30
501;506;0.00125;0.1;0;58.48;70.17;105.26;1.01;0;1;-30;30
501;507;0.00125;0.1;0;58.48;70.17;105.26;1.01;0;1;-30;30
501;508;0.00125;0.1;0;58.48;70.17;105.26;1.01;0;1;-30;30
501;509;0.00125;0.1;0;58.48;70.17;105.26;1.01;0;1;-30;30
501;510;0.00125;0.1;0;58.48;70.17;105.26;1.01;0;1;-30;30
501;511;0.00125;0.1;0;58.48;70.17;105.26;1.01;0;1;-30;30
501;514;0.00125;0.1;0;58.48;70.17;105.26;1.01;0;1;-30;30
501;515;0.00125;0.1;0;58.48;70.17;105.26;1.01;0;1;-30;30
501;525;0.00125;0.1;0;58.48;70.17;105.26;1.01;0;1;-30;30
502;512;0.0007;0.00767;0;528.67;634.4;951.6;0;0;1;-30;30
502;528;0.00014;0.01964;0;453.98;544.77;817.16;1;0.199;1;-30;30
503;754;0.0001;0.01;0;218.67;262.41;328.01;0;0;1;-30;30
504;2081;0.0001;0.01;0;425.22;510.26;637.83;0;0;1;-30;30
526;516;0.00125;0.1;0;55.33;66.4;99.6;1.01;0;1;-30;30
526;517;0.00125;0.1;0;55.33;66.4;99.6;1.01;0;1;-30;30
526;518;0.00125;0.1;0;55.33;66.4;99.6;1.01;0;1;-30;30
527;1883;0.0001;0.01;0;177.95;213.54;266.93;0;0;1;-30;30
528;2068;0.0001;0.01;0;529.58;635.5;794.38;0;0;1;-30;30
529;1679;0.0001;0.01;0;83.7;98.6;125.55;0;0;1;-30;30
531;533;0.00163;0.01819;0;225.57;270.69;406.03;0;0;1;-30;30
531;553;0.00213;0.01988;0;176.73;212.08;318.12;0;0;1;-30;30
531;553;0.00188;0.02029;0;173.41;208.09;312.14;0;0;1;-30;30
531;560;0.0009;0.08812;0;187.78;225.33;338;0.99;0;1;-30;30
531;578;0.00241;0.02622;0;224.82;269.79;404.68;0;0;1;-30;30
531;590;0.00236;0.02672;0;158.1;189.72;237.15;0;0;1;-30;30
532;535;0;0.00022;0;50;60;90;0;0;1;-30;30
533;545;0.00109;0.01324;0;505.8;606.96;910.44;0;0;1;-30;30
533;550;0.00107;0.07923;0;282.48;338.98;508.47;0.99933;0;1;-30;30
533;563;0.00084;0.01064;0;1033.31;1239.97;1859.95;1.01;0;1;-30;30
534;607;0.00013;0.00129;0;296.08;355.3;532.94;0;0;1;-30;30
534;2734;0.0001;0.01;0;161.81;194.18;242.72;0;0;1;-30;30
535;576;0.02804;0.1256;0;86.13;103.35;155.03;0;0;1;-30;30
535;583;0.01126;0.04725;0;95.54;114.65;171.98;0;0;1;-30;30
535;599;0.00538;0.02004;0;128.82;154.58;193.23;0;0;1;-30;30
535;611;0.00269;0.01294;0;85.48;102.57;153.86;0;0;1;-30;30
563;536;0;0.04332;0;208.56;250.27;312.84;1.01;0;1;-30;30
563;536;0;0.04332;0;208.56;250.27;312.84;1.01;0;1;-30;30
536;572;0.0084;0.06621;0;189.97;227.97;284.96;0;0;1;-30;30
536;586;0.00615;0.04848;0;85.3;102.36;153.54;0;0;1;-30;30
